c FILE			: 2_9.txt
c No. of vertices	: 512
c No. of directed edges	: 8192
c Max. weight		: 100
c Min. weight		: 0
c A directed arc from u to v of weight w
c is represented below as ' a  u  v  w '
p sp 512 8192
a 408 237 66
a 248 47 55
a 451 288 87
a 442 155 8
a 216 111 78
a 262 486 12
a 29 455 65
a 468 58 4
a 486 362 21
a 205 29 22
a 157 112 27
a 454 355 49
a 95 422 2
a 487 159 98
a 118 78 58
a 350 243 27
a 376 231 57
a 416 453 21
a 357 403 38
a 19 302 93
a 109 124 61
a 440 255 99
a 74 44 99
a 403 103 20
a 317 510 58
a 51 126 82
a 374 197 60
a 104 464 58
a 226 355 65
a 214 117 84
a 366 341 61
a 85 462 17
a 8 299 65
a 482 112 87
a 187 65 21
a 268 461 33
a 15 324 44
a 123 173 95
a 376 227 94
a 397 343 68
a 398 99 69
a 96 101 73
a 309 437 64
a 172 11 89
a 216 296 86
a 425 214 59
a 484 351 82
a 268 125 15
a 452 71 15
a 65 74 25
a 109 10 45
a 212 283 24
a 401 267 44
a 4 476 41
a 218 367 79
a 241 285 46
a 507 510 70
a 391 22 68
a 146 507 73
a 92 409 11
a 365 63 3
a 369 255 34
a 372 130 96
a 253 340 21
a 417 281 29
a 467 140 19
a 77 92 99
a 467 317 38
a 471 222 73
a 170 367 91
a 60 211 87
a 486 10 9
a 399 311 35
a 496 340 25
a 180 448 11
a 479 130 22
a 314 346 93
a 227 284 91
a 221 400 4
a 305 382 43
a 219 47 47
a 414 154 43
a 6 178 64
a 213 27 46
a 343 337 63
a 134 468 49
a 401 249 12
a 179 445 47
a 154 347 12
a 224 277 68
a 298 371 26
a 73 178 49
a 389 165 27
a 239 404 99
a 453 118 93
a 420 257 84
a 369 297 47
a 432 430 63
a 202 298 78
a 291 20 59
a 365 12 16
a 344 476 64
a 505 491 89
a 416 323 51
a 302 368 63
a 136 10 21
a 100 385 83
a 242 321 30
a 303 165 96
a 310 204 7
a 59 155 83
a 7 436 52
a 122 35 67
a 69 66 37
a 128 150 49
a 234 442 39
a 87 363 63
a 314 76 41
a 93 21 92
a 54 102 13
a 376 352 6
a 394 379 91
a 463 40 73
a 282 290 76
a 37 218 78
a 209 278 58
a 178 247 59
a 11 220 66
a 365 359 15
a 239 410 3
a 98 469 79
a 139 90 12
a 225 138 18
a 36 506 10
a 319 191 42
a 395 45 72
a 508 493 24
a 9 446 92
a 332 287 68
a 371 137 23
a 349 84 89
a 257 465 21
a 219 96 92
a 349 192 30
a 282 290 22
a 118 472 38
a 82 43 89
a 54 369 43
a 215 295 67
a 510 127 2
a 46 158 29
a 472 312 76
a 200 445 19
a 229 328 56
a 459 489 91
a 66 506 1
a 20 244 77
a 319 136 27
a 186 220 29
a 22 251 63
a 216 151 96
a 490 412 64
a 113 15 80
a 23 97 54
a 4 60 84
a 171 285 82
a 353 268 0
a 432 350 72
a 135 11 97
a 93 61 79
a 64 228 52
a 72 207 43
a 397 480 40
a 411 502 50
a 44 368 42
a 88 312 70
a 174 427 23
a 50 461 78
a 337 414 98
a 105 290 38
a 208 143 31
a 91 377 89
a 351 118 16
a 156 14 37
a 201 276 50
a 125 214 84
a 87 357 55
a 182 210 22
a 75 337 48
a 482 100 97
a 73 402 94
a 219 453 18
a 380 370 27
a 496 41 88
a 369 417 11
a 340 141 52
a 368 250 29
a 206 216 30
a 45 287 61
a 324 417 75
a 354 413 36
a 195 281 42
a 358 63 44
a 270 151 92
a 408 209 52
a 500 397 60
a 451 336 0
a 483 241 96
a 385 21 12
a 27 130 22
a 418 58 71
a 187 445 87
a 287 388 28
a 172 327 90
a 158 377 16
a 467 437 0
a 109 191 21
a 424 336 50
a 190 113 34
a 71 472 55
a 20 461 49
a 485 191 7
a 476 494 14
a 273 283 42
a 469 131 81
a 469 324 16
a 315 45 21
a 303 158 5
a 394 429 11
a 229 319 89
a 88 493 34
a 242 326 6
a 221 322 9
a 427 300 74
a 343 153 63
a 330 258 67
a 149 192 97
a 359 210 48
a 146 357 83
a 380 301 66
a 232 292 72
a 375 71 76
a 416 313 99
a 379 103 4
a 285 444 42
a 85 251 45
a 29 78 95
a 286 29 35
a 131 135 13
a 478 310 22
a 464 54 94
a 230 299 26
a 469 197 42
a 176 194 25
a 69 153 11
a 173 327 63
a 412 63 34
a 181 48 1
a 501 140 30
a 443 145 84
a 448 167 93
a 130 236 47
a 194 233 9
a 355 222 82
a 81 43 48
a 368 230 94
a 72 468 1
a 93 473 41
a 24 434 0
a 271 426 31
a 301 486 93
a 315 160 65
a 241 349 10
a 80 59 54
a 258 421 35
a 405 140 81
a 428 333 7
a 12 163 12
a 224 446 91
a 145 468 60
a 132 423 92
a 428 271 13
a 212 173 72
a 278 246 83
a 135 345 72
a 420 336 19
a 338 319 49
a 343 477 83
a 383 506 3
a 236 239 88
a 410 443 79
a 233 430 10
a 82 185 83
a 402 2 37
a 20 130 61
a 130 509 30
a 292 170 40
a 400 225 85
a 464 151 28
a 3 208 43
a 71 258 94
a 437 335 18
a 265 199 72
a 482 403 99
a 33 242 98
a 249 343 82
a 382 103 17
a 197 325 17
a 272 248 60
a 476 303 95
a 463 334 9
a 115 491 67
a 336 123 22
a 464 483 29
a 387 276 19
a 114 155 2
a 157 391 91
a 239 134 15
a 11 461 69
a 40 323 49
a 248 199 74
a 80 120 46
a 376 477 61
a 7 391 99
a 94 331 61
a 416 397 64
a 440 500 23
a 437 426 11
a 236 495 18
a 437 56 99
a 217 405 19
a 18 474 93
a 258 103 1
a 239 464 63
a 213 212 76
a 276 365 84
a 299 73 54
a 317 232 12
a 301 279 21
a 40 241 42
a 442 370 91
a 211 317 39
a 387 505 19
a 240 26 86
a 231 165 56
a 403 408 54
a 439 155 68
a 279 366 77
a 205 148 27
a 45 130 81
a 458 74 62
a 167 21 79
a 62 397 53
a 202 82 61
a 101 162 33
a 206 102 76
a 420 411 13
a 150 101 4
a 166 488 85
a 510 366 31
a 269 98 51
a 406 143 73
a 200 30 19
a 185 250 58
a 502 291 31
a 107 129 23
a 169 392 5
a 210 42 51
a 410 485 88
a 480 455 98
a 297 393 57
a 451 411 96
a 190 135 49
a 507 366 68
a 166 301 44
a 330 320 41
a 141 290 18
a 494 160 45
a 312 402 12
a 424 444 18
a 496 79 0
a 266 481 0
a 157 238 56
a 222 484 74
a 147 98 46
a 229 482 73
a 202 152 72
a 257 354 55
a 71 460 15
a 97 342 41
a 99 301 68
a 223 159 57
a 112 322 52
a 483 161 19
a 429 124 91
a 467 103 47
a 386 235 35
a 33 35 73
a 39 333 84
a 177 280 19
a 438 101 34
a 212 412 52
a 51 172 18
a 113 159 38
a 355 28 27
